district,dong_code,dong_name,floor,contract_date,rent_type,area_m2,deposit,rent,built_year,building_type,year,interest_rate,cpi,contract_year,building_age
성북구,12600,보문동4가,1.0,2023-06-19,월세,48.87,5000,90,1993.0,단독다가구,2023,3.5,113.07,2023,30.0
성북구,13300,정릉동,1.0,2023-07-10,월세,16.22,1000,45,2019.0,단독다가구,2023,3.5,112.94,2023,4.0
성북구,13300,정릉동,1.0,2023-07-04,월세,26.0,1000,35,2007.0,단독다가구,2023,3.5,112.94,2023,16.0
성북구,13900,석관동,1.0,2023-06-22,월세,43.83,3000,60,1992.0,단독다가구,2023,3.5,113.07,2023,31.0
성북구,13900,석관동,1.0,2023-10-07,월세,28.9,9700,12,1993.0,연립다세대,2023,3.5,116.14,2023,30.0
성북구,13400,길음동,13.0,2023-10-16,월세,84.94,30000,105,2010.0,아파트,2023,3.5,116.14,2023,13.0
성북구,13500,종암동,3.0,2023-07-15,월세,114.75,30000,90,1999.0,아파트,2023,3.5,112.94,2023,24.0
성북구,12500,안암동5가,1.0,2023-06-27,월세,14.0,500,50,1998.0,단독다가구,2023,3.5,113.07,2023,25.0
성북구,13800,장위동,1.0,2023-06-20,월세,109.0,400,40,1991.0,단독다가구,2023,3.5,113.07,2023,32.0
성북구,13300,정릉동,1.0,2023-06-27,월세,15.0,1000,50,2019.0,단독다가구,2023,3.5,113.07,2023,4.0
성북구,10900,동소문동6가,4.0,2023-07-06,월세,28.22,3000,95,2014.0,연립다세대,2023,3.5,112.94,2023,9.0
성북구,13600,하월곡동,6.0,2023-12-05,월세,114.75,30000,120,2003.0,아파트,2023,3.5,115.26,2023,20.0
성북구,13300,정릉동,10.0,2023-09-06,월세,59.98,5000,85,2001.0,아파트,2023,3.5,115.63,2023,22.0
성북구,13700,상월곡동,1.0,2023-06-27,월세,17.0,1000,52,2017.0,단독다가구,2023,3.5,113.07,2023,6.0
성북구,11700,동선동2가,1.0,2023-06-27,월세,18.0,300,35,1996.0,단독다가구,2023,3.5,113.07,2023,27.0
성북구,13600,하월곡동,1.0,2023-06-30,월세,15.0,3000,50,2019.0,단독다가구,2023,3.5,113.07,2023,4.0
성북구,10700,동소문동4가,5.0,2023-08-08,월세,16.92,2000,57,2013.0,연립다세대,2023,3.5,114.64,2023,10.0
성북구,13500,종암동,1.0,2023-06-21,월세,36.18,13000,15,2005.0,단독다가구,2023,3.5,113.07,2023,18.0
성북구,13300,정릉동,7.0,2023-10-07,월세,43.11,16000,35,2001.0,아파트,2023,3.5,116.14,2023,22.0
성북구,11400,삼선동4가,1.0,2023-06-24,월세,36.9,12000,25,1995.0,단독다가구,2023,3.5,113.07,2023,28.0
성북구,10700,동소문동4가,4.0,2023-11-03,월세,58.59,30000,20,1998.0,아파트,2023,3.5,115.3,2023,25.0
성북구,10700,동소문동4가,1.0,2023-06-21,월세,38.09,5000,110,2023.0,단독다가구,2023,3.5,113.07,2023,0.0
성북구,12200,안암동2가,1.0,2023-06-27,월세,18.5,1000,60,2018.0,단독다가구,2023,3.5,113.07,2023,5.0
성북구,13700,상월곡동,1.0,2023-06-27,월세,19.0,700,48,2018.0,단독다가구,2023,3.5,113.07,2023,5.0
성북구,13900,석관동,5.0,2023-10-16,월세,26.24,18500,15,2022.0,연립다세대,2023,3.5,116.14,2023,1.0
성북구,13900,석관동,2.0,2023-10-16,월세,27.73,19000,15,2022.0,연립다세대,2023,3.5,116.14,2023,1.0
성북구,13300,정릉동,3.0,2023-10-07,월세,64.34,5000,59,2002.0,연립다세대,2023,3.5,116.14,2023,21.0
성북구,11800,동선동3가,1.0,2023-11-11,월세,37.1,300,55,1992.0,단독다가구,2023,3.5,115.3,2023,31.0
성북구,13600,하월곡동,11.0,2023-10-04,월세,59.86,34650,11,2003.0,아파트,2023,3.5,116.14,2023,20.0
성북구,13400,길음동,20.0,2023-11-15,월세,59.97,10000,180,2019.0,아파트,2023,3.5,115.3,2023,4.0
성북구,13900,석관동,1.0,2023-06-24,월세,40.8,2000,40,1999.0,단독다가구,2023,3.5,113.07,2023,24.0
성북구,13300,정릉동,3.0,2023-12-14,월세,84.06,15000,50,2010.0,연립다세대,2023,3.5,115.26,2023,13.0
성북구,13300,정릉동,1.0,2023-07-03,월세,14.0,500,45,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,13300,정릉동,4.0,2023-07-18,월세,16.44,1270,56,2023.0,연립다세대,2023,3.5,112.94,2023,0.0
성북구,13300,정릉동,4.0,2023-07-18,월세,19.18,1280,79,2023.0,연립다세대,2023,3.5,112.94,2023,0.0
성북구,12500,안암동5가,1.0,2023-07-03,월세,15.0,5000,30,2020.0,단독다가구,2023,3.5,112.94,2023,3.0
성북구,13300,정릉동,1.0,2023-07-03,월세,15.0,1000,50,2020.0,단독다가구,2023,3.5,112.94,2023,3.0
성북구,13800,장위동,1.0,2023-06-21,월세,46.0,2000,55,1998.0,단독다가구,2023,3.5,113.07,2023,25.0
성북구,11500,삼선동5가,1.0,2023-12-04,월세,50.0,13000,50,1991.0,단독다가구,2023,3.5,115.26,2023,32.0
성북구,13300,정릉동,1.0,2023-06-21,월세,47.44,1000,60,1993.0,단독다가구,2023,3.5,113.07,2023,30.0
성북구,13300,정릉동,1.0,2023-06-30,월세,19.8,2000,65,2023.0,단독다가구,2023,3.5,113.07,2023,0.0
성북구,13300,정릉동,2.0,2023-08-05,월세,15.89,1100,55,2023.0,연립다세대,2023,3.5,114.64,2023,0.0
성북구,13400,길음동,1.0,2023-06-27,월세,24.0,1000,65,2019.0,단독다가구,2023,3.5,113.07,2023,4.0
성북구,13600,하월곡동,1.0,2023-08-19,월세,24.0,500,40,1993.0,단독다가구,2023,3.5,114.64,2023,30.0
성북구,10300,돈암동,10.0,2023-07-12,월세,59.58,1000,150,1998.0,아파트,2023,3.5,112.94,2023,25.0
성북구,11700,동선동2가,1.0,2023-06-27,월세,25.28,1500,75,1999.0,단독다가구,2023,3.5,113.07,2023,24.0
성북구,13900,석관동,1.0,2023-06-30,월세,21.0,300,32,1993.0,단독다가구,2023,3.5,113.07,2023,30.0
성북구,13400,길음동,13.0,2023-09-11,월세,84.86,15000,110,1998.0,아파트,2023,3.5,115.63,2023,25.0
성북구,13500,종암동,1.0,2023-10-16,월세,57.7,16000,25,1993.0,연립다세대,2023,3.5,116.14,2023,30.0
성북구,10300,돈암동,3.0,2023-10-07,월세,21.32,300,30,1965.0,연립다세대,2023,3.5,116.14,2023,58.0
성북구,10100,성북동,2.0,2023-08-20,월세,29.66,5000,65,2021.0,연립다세대,2023,3.5,114.64,2023,2.0
성북구,13900,석관동,1.0,2023-07-06,월세,15.0,500,50,2010.0,단독다가구,2023,3.5,112.94,2023,13.0
성북구,11100,삼선동1가,1.0,2023-07-06,월세,15.0,500,40,2009.0,단독다가구,2023,3.5,112.94,2023,14.0
성북구,13600,하월곡동,1.0,2023-11-08,월세,47.61,500,40,1992.0,단독다가구,2023,3.5,115.3,2023,31.0
성북구,13300,정릉동,4.0,2023-07-15,월세,94.59,23000,50,2004.0,아파트,2023,3.5,112.94,2023,19.0
성북구,13400,길음동,15.0,2023-08-17,월세,114.73,15000,190,2005.0,아파트,2023,3.5,114.64,2023,18.0
성북구,13400,길음동,14.0,2023-08-17,월세,59.75,20100,54,2006.0,아파트,2023,3.5,114.64,2023,17.0
성북구,10300,돈암동,14.0,2023-12-02,월세,59.58,250,250,1998.0,아파트,2023,3.5,115.26,2023,25.0
성북구,13600,하월곡동,3.0,2023-08-17,월세,59.65,4000,130,2010.0,아파트,2023,3.5,114.64,2023,13.0
성북구,13600,하월곡동,1.0,2023-07-07,월세,25.0,500,35,1993.0,단독다가구,2023,3.5,112.94,2023,30.0
성북구,13800,장위동,1.0,2023-07-07,월세,25.0,500,40,1969.0,단독다가구,2023,3.5,112.94,2023,54.0
성북구,13800,장위동,14.0,2023-11-06,월세,14.71,1000,50,2019.0,아파트,2023,3.5,115.3,2023,4.0
성북구,11300,삼선동3가,1.0,2023-07-04,월세,30.0,1000,60,1970.0,단독다가구,2023,3.5,112.94,2023,53.0
성북구,12800,보문동6가,1.0,2023-07-04,월세,30.0,500,55,1994.0,단독다가구,2023,3.5,112.94,2023,29.0
성북구,13800,장위동,1.0,2023-06-28,월세,45.0,1000,50,1997.0,단독다가구,2023,3.5,113.07,2023,26.0
성북구,13700,상월곡동,11.0,2023-10-07,월세,59.95,3000,110,2003.0,아파트,2023,3.5,116.14,2023,20.0
성북구,13800,장위동,5.0,2023-08-03,월세,24.06,5000,34,2021.0,연립다세대,2023,3.5,114.64,2023,2.0
성북구,13500,종암동,1.0,2023-07-13,월세,18.0,500,45,1997.0,단독다가구,2023,3.5,112.94,2023,26.0
성북구,11000,동소문동7가,1.0,2023-12-07,월세,14.34,3000,33,2023.0,단독다가구,2023,3.5,115.26,2023,0.0
성북구,12500,안암동5가,1.0,2023-07-10,월세,18.18,1000,55,2001.0,단독다가구,2023,3.5,112.94,2023,22.0
성북구,13800,장위동,21.0,2023-11-15,월세,59.92,5000,170,2021.0,아파트,2023,3.5,115.3,2023,2.0
성북구,12500,안암동5가,6.0,2023-08-02,월세,15.81,1000,60,2013.0,연립다세대,2023,3.5,114.64,2023,10.0
성북구,10700,동소문동4가,3.0,2023-09-23,월세,35.25,2000,68,2011.0,연립다세대,2023,3.5,115.63,2023,12.0
성북구,10900,동소문동6가,2.0,2023-08-14,월세,32.97,5000,120,2023.0,연립다세대,2023,3.5,114.64,2023,0.0
성북구,12800,보문동6가,1.0,2023-07-07,월세,29.0,1000,40,1993.0,단독다가구,2023,3.5,112.94,2023,30.0
성북구,13800,장위동,1.0,2023-06-28,월세,50.0,1000,60,1982.0,단독다가구,2023,3.5,113.07,2023,41.0
성북구,13600,하월곡동,10.0,2023-11-06,월세,84.14,20000,130,2007.0,아파트,2023,3.5,115.3,2023,16.0
성북구,13500,종암동,1.0,2023-07-10,월세,19.83,500,50,2007.0,단독다가구,2023,3.5,112.94,2023,16.0
성북구,13900,석관동,11.0,2023-10-07,월세,84.9,5000,140,1998.0,아파트,2023,3.5,116.14,2023,25.0
성북구,13900,석관동,10.0,2023-10-07,월세,84.9,20000,100,1998.0,아파트,2023,3.5,116.14,2023,25.0
성북구,13600,하월곡동,1.0,2023-07-10,월세,20.0,500,45,1989.0,단독다가구,2023,3.5,112.94,2023,34.0
성북구,13500,종암동,1.0,2023-06-28,월세,52.95,3000,45,2002.0,단독다가구,2023,3.5,113.07,2023,21.0
성북구,13300,정릉동,1.0,2023-07-19,월세,13.0,1000,50,2021.0,단독다가구,2023,3.5,112.94,2023,2.0
성북구,13300,정릉동,1.0,2023-07-22,월세,15.0,5000,30,2017.0,단독다가구,2023,3.5,112.94,2023,6.0
성북구,10200,성북동1가,1.0,2023-07-22,월세,15.0,1000,35,2010.0,단독다가구,2023,3.5,112.94,2023,13.0
성북구,13300,정릉동,1.0,2023-08-01,월세,15.0,1000,45,2022.0,단독다가구,2023,3.5,114.64,2023,1.0
성북구,12500,안암동5가,1.0,2023-07-06,월세,16.5,1000,55,1997.0,단독다가구,2023,3.5,112.94,2023,26.0
성북구,13300,정릉동,1.0,2023-07-06,월세,16.5,1000,40,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,10800,동소문동5가,10.0,2023-09-05,월세,14.09,1000,85,2018.0,아파트,2023,3.5,115.63,2023,5.0
성북구,12000,동선동5가,1.0,2023-08-19,월세,26.42,5000,60,2002.0,단독다가구,2023,3.5,114.64,2023,21.0
성북구,11000,동소문동7가,7.0,2023-12-14,월세,59.91,6000,140,2004.0,아파트,2023,3.5,115.26,2023,19.0
성북구,13500,종암동,3.0,2023-11-15,월세,28.11,16700,5,2018.0,연립다세대,2023,3.5,115.3,2023,5.0
성북구,13900,석관동,21.0,2023-10-13,월세,59.97,17000,90,1998.0,아파트,2023,3.5,116.14,2023,25.0
성북구,13300,정릉동,1.0,2023-07-06,월세,17.5,500,35,2010.0,단독다가구,2023,3.5,112.94,2023,13.0
성북구,13500,종암동,3.0,2023-07-15,월세,26.89,1000,75,2012.0,연립다세대,2023,3.5,112.94,2023,11.0
성북구,11800,동선동3가,1.0,2023-06-30,월세,30.0,1000,60,1996.0,단독다가구,2023,3.5,113.07,2023,27.0
성북구,13600,하월곡동,1.0,2023-07-09,월세,16.52,1000,45,2017.0,단독다가구,2023,3.5,112.94,2023,6.0
성북구,13300,정릉동,1.0,2023-07-09,월세,16.52,1000,50,2021.0,단독다가구,2023,3.5,112.94,2023,2.0
성북구,13400,길음동,1.0,2023-08-20,월세,59.96,17000,130,2010.0,아파트,2023,3.5,114.64,2023,13.0
성북구,13800,장위동,1.0,2023-06-27,월세,40.0,500,35,1990.0,단독다가구,2023,3.5,113.07,2023,33.0
성북구,13300,정릉동,2.0,2023-07-27,월세,13.87,920,57,2023.0,연립다세대,2023,3.5,112.94,2023,0.0
성북구,13300,정릉동,4.0,2023-07-27,월세,15.26,1020,51,2023.0,연립다세대,2023,3.5,112.94,2023,0.0
성북구,10300,돈암동,12.0,2023-10-16,월세,59.4,0,117,1999.0,아파트,2023,3.5,116.14,2023,24.0
성북구,13600,하월곡동,5.0,2023-09-08,월세,28.58,900,75,2021.0,오피스텔,2023,3.5,115.63,2023,2.0
성북구,13600,하월곡동,3.0,2023-08-20,월세,59.65,6000,84,2010.0,아파트,2023,3.5,114.64,2023,13.0
성북구,13300,정릉동,2.0,2023-08-22,월세,59.83,2000,90,2013.0,연립다세대,2023,3.5,114.64,2023,10.0
성북구,11700,동선동2가,1.0,2023-07-03,월세,24.0,7000,15,2011.0,단독다가구,2023,3.5,112.94,2023,12.0
성북구,13900,석관동,1.0,2023-07-03,월세,24.0,3000,35,2003.0,단독다가구,2023,3.5,112.94,2023,20.0
성북구,13800,장위동,4.0,2023-07-24,월세,29.96,1602,21,2016.0,연립다세대,2023,3.5,112.94,2023,7.0
성북구,13300,정릉동,1.0,2023-07-12,월세,15.0,500,40,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,11600,동선동1가,1.0,2023-07-12,월세,15.0,200,35,1997.0,단독다가구,2023,3.5,112.94,2023,26.0
성북구,11200,삼선동2가,1.0,2023-07-12,월세,15.0,1000,70,2019.0,단독다가구,2023,3.5,112.94,2023,4.0
성북구,13300,정릉동,1.0,2023-07-12,월세,15.0,500,34,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,10300,돈암동,18.0,2023-12-14,월세,59.58,20000,60,1998.0,아파트,2023,3.5,115.26,2023,25.0
성북구,10100,성북동,1.0,2023-06-30,월세,34.06,9000,14,2005.0,단독다가구,2023,3.5,113.07,2023,18.0
성북구,13300,정릉동,9.0,2023-07-24,월세,46.65,8500,65,2000.0,아파트,2023,3.5,112.94,2023,23.0
성북구,13300,정릉동,6.0,2023-07-24,월세,59.98,30000,35,2008.0,아파트,2023,3.5,112.94,2023,15.0
성북구,10700,동소문동4가,4.0,2023-10-16,월세,29.67,1000,60,2004.0,연립다세대,2023,3.5,116.14,2023,19.0
성북구,10700,동소문동4가,2.0,2023-10-16,월세,59.1,3000,88,2004.0,연립다세대,2023,3.5,116.14,2023,19.0
성북구,12600,보문동4가,1.0,2023-06-27,월세,47.34,8500,48,2006.0,단독다가구,2023,3.5,113.07,2023,17.0
성북구,10100,성북동,1.0,2023-06-27,월세,48.96,12000,20,1991.0,단독다가구,2023,3.5,113.07,2023,32.0
성북구,13900,석관동,1.0,2023-06-30,월세,36.22,500,40,1990.0,단독다가구,2023,3.5,113.07,2023,33.0
성북구,13400,길음동,9.0,2023-09-20,월세,111.71,5000,170,1998.0,아파트,2023,3.5,115.63,2023,25.0
성북구,10200,성북동1가,1.0,2023-07-03,월세,29.73,5000,120,2022.0,단독다가구,2023,3.5,112.94,2023,1.0
성북구,13500,종암동,3.0,2023-07-24,월세,59.4,5000,110,1996.0,아파트,2023,3.5,112.94,2023,27.0
성북구,10300,돈암동,11.0,2023-08-17,월세,32.49,916,14,1999.0,아파트,2023,3.5,114.64,2023,24.0
성북구,10300,돈암동,18.0,2023-08-17,월세,32.49,916,14,1999.0,아파트,2023,3.5,114.64,2023,24.0
성북구,10300,돈암동,1.0,2023-08-17,월세,32.49,3231,1,1999.0,아파트,2023,3.5,114.64,2023,24.0
성북구,10300,돈암동,10.0,2023-08-17,월세,68.76,10000,100,1991.0,아파트,2023,3.5,114.64,2023,32.0
성북구,11200,삼선동2가,1.0,2023-08-25,월세,18.0,1000,53,2002.0,단독다가구,2023,3.5,114.64,2023,21.0
성북구,13300,정릉동,4.0,2023-08-14,월세,61.44,5000,40,1994.0,연립다세대,2023,3.5,114.64,2023,29.0
성북구,12100,안암동1가,1.0,2023-06-30,월세,39.6,1000,75,1993.0,단독다가구,2023,3.5,113.07,2023,30.0
성북구,12500,안암동5가,1.0,2023-07-12,월세,18.0,1000,64,2016.0,단독다가구,2023,3.5,112.94,2023,7.0
성북구,13800,장위동,4.0,2023-09-11,월세,18.03,1000,55,2019.0,오피스텔,2023,3.5,115.63,2023,4.0
성북구,13300,정릉동,4.0,2023-09-05,월세,68.6,15000,40,2004.0,연립다세대,2023,3.5,115.63,2023,19.0
성북구,10200,성북동1가,1.0,2023-11-11,월세,38.97,20000,15,2000.0,단독다가구,2023,3.5,115.3,2023,23.0
성북구,13800,장위동,4.0,2023-11-20,월세,46.73,1000,32,2003.0,연립다세대,2023,3.5,115.3,2023,20.0
성북구,13600,하월곡동,14.0,2023-09-02,월세,59.98,35000,40,2007.0,아파트,2023,3.5,115.63,2023,16.0
성북구,13300,정릉동,2.0,2023-08-08,월세,59.9,22000,30,1999.0,아파트,2023,3.5,114.64,2023,24.0
성북구,12100,안암동1가,1.0,2023-07-06,월세,26.31,500,50,1992.0,단독다가구,2023,3.5,112.94,2023,31.0
성북구,12500,안암동5가,1.0,2023-07-06,월세,26.44,500,45,2002.0,단독다가구,2023,3.5,112.94,2023,21.0
성북구,13800,장위동,3.0,2023-07-24,월세,84.98,15000,80,2006.0,아파트,2023,3.5,112.94,2023,17.0
성북구,11100,삼선동1가,3.0,2023-08-02,월세,73.32,0,65,2008.0,연립다세대,2023,3.5,114.64,2023,15.0
성북구,13300,정릉동,2.0,2023-08-08,월세,68.94,13000,10,1998.0,연립다세대,2023,3.5,114.64,2023,25.0
성북구,13300,정릉동,15.0,2023-07-30,월세,59.88,5000,110,2005.0,아파트,2023,3.5,112.94,2023,18.0
성북구,13300,정릉동,2.0,2023-07-30,월세,59.88,1,95,2005.0,아파트,2023,3.5,112.94,2023,18.0
성북구,13300,정릉동,2.0,2023-07-30,월세,59.88,5500,93,2005.0,아파트,2023,3.5,112.94,2023,18.0
성북구,13800,장위동,3.0,2023-10-07,월세,59.92,20000,110,2021.0,아파트,2023,3.5,116.14,2023,2.0
성북구,13000,보문동1가,1.0,2023-07-07,월세,31.0,500,60,1990.0,단독다가구,2023,3.5,112.94,2023,33.0
성북구,13400,길음동,4.0,2023-11-06,월세,59.92,6698,17,2022.0,연립다세대,2023,3.5,115.3,2023,1.0
성북구,13300,정릉동,1.0,2023-07-19,월세,15.0,500,40,2019.0,단독다가구,2023,3.5,112.94,2023,4.0
성북구,13500,종암동,6.0,2023-10-10,월세,59.97,5000,150,2009.0,아파트,2023,3.5,116.14,2023,14.0
성북구,11400,삼선동4가,1.0,2023-08-01,월세,15.0,1000,40,2011.0,단독다가구,2023,3.5,114.64,2023,12.0
성북구,13600,하월곡동,3.0,2023-08-30,월세,84.84,10000,130,2003.0,아파트,2023,3.5,114.64,2023,20.0
성북구,12500,안암동5가,1.0,2023-07-17,월세,24.0,1000,70,2019.0,단독다가구,2023,3.5,112.94,2023,4.0
성북구,13900,석관동,1.0,2023-07-29,월세,24.03,7000,40,2021.0,단독다가구,2023,3.5,112.94,2023,2.0
성북구,13600,하월곡동,3.0,2023-10-28,월세,57.08,5000,70,2001.0,연립다세대,2023,3.5,116.14,2023,22.0
성북구,13300,정릉동,1.0,2023-07-17,월세,25.0,1000,60,2017.0,단독다가구,2023,3.5,112.94,2023,6.0
성북구,13800,장위동,12.0,2023-08-24,월세,39.0,9736,36,2022.0,아파트,2023,3.5,114.64,2023,1.0
성북구,13800,장위동,12.0,2023-08-24,월세,39.0,9927,26,2022.0,아파트,2023,3.5,114.64,2023,1.0
성북구,13800,장위동,12.0,2023-08-24,월세,39.0,11164,29,2022.0,아파트,2023,3.5,114.64,2023,1.0
성북구,10300,돈암동,1.0,2023-07-03,월세,39.1,4000,30,1993.0,단독다가구,2023,3.5,112.94,2023,30.0
성북구,10900,동소문동6가,6.0,2023-08-24,월세,34.94,28000,30,2023.0,연립다세대,2023,3.5,114.64,2023,0.0
성북구,10900,동소문동6가,5.0,2023-08-24,월세,42.12,2000,220,2023.0,연립다세대,2023,3.5,114.64,2023,0.0
성북구,11600,동선동1가,1.0,2023-07-29,월세,26.0,500,75,1968.0,단독다가구,2023,3.5,112.94,2023,55.0
성북구,12200,안암동2가,1.0,2023-07-03,월세,40.0,5000,75,1994.0,단독다가구,2023,3.5,112.94,2023,29.0
성북구,12200,안암동2가,1.0,2023-11-11,월세,39.6,1000,55,1993.0,단독다가구,2023,3.5,115.3,2023,30.0
성북구,13800,장위동,1.0,2023-10-10,월세,39.9,9628,25,2021.0,아파트,2023,3.5,116.14,2023,2.0
성북구,13400,길음동,19.0,2023-10-28,월세,59.99,10000,145,2010.0,아파트,2023,3.5,116.14,2023,13.0
성북구,13400,길음동,3.0,2023-10-28,월세,59.99,5000,160,2010.0,아파트,2023,3.5,116.14,2023,13.0
성북구,13300,정릉동,20.0,2023-12-05,월세,59.77,27000,50,2006.0,아파트,2023,3.5,115.26,2023,17.0
성북구,13600,하월곡동,1.0,2023-07-26,월세,25.0,300,25,1997.0,단독다가구,2023,3.5,112.94,2023,26.0
성북구,13400,길음동,9.0,2023-10-28,월세,84.78,25000,155,2010.0,아파트,2023,3.5,116.14,2023,13.0
성북구,13300,정릉동,11.0,2023-10-28,월세,59.42,10000,90,1999.0,아파트,2023,3.5,116.14,2023,24.0
성북구,13500,종암동,14.0,2023-08-17,월세,59.97,5000,160,2009.0,아파트,2023,3.5,114.64,2023,14.0
성북구,10300,돈암동,15.0,2023-08-31,월세,84.68,37500,4,1999.0,아파트,2023,3.5,114.64,2023,24.0
성북구,13400,길음동,2.0,2023-10-28,월세,84.84,30000,70,2003.0,아파트,2023,3.5,116.14,2023,20.0
성북구,11800,동선동3가,1.0,2023-07-12,월세,21.24,6000,7,1993.0,단독다가구,2023,3.5,112.94,2023,30.0
성북구,13300,정릉동,1.0,2023-07-15,월세,16.0,3000,45,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,12500,안암동5가,1.0,2023-07-15,월세,16.0,2000,50,2001.0,단독다가구,2023,3.5,112.94,2023,22.0
성북구,13300,정릉동,4.0,2023-12-05,월세,26.15,8208,29,2020.0,연립다세대,2023,3.5,115.26,2023,3.0
성북구,13900,석관동,2.0,2023-11-09,월세,61.02,14000,60,2009.0,연립다세대,2023,3.5,115.3,2023,14.0
성북구,13800,장위동,1.0,2023-06-30,월세,66.0,2000,63,1982.0,단독다가구,2023,3.5,113.07,2023,41.0
성북구,10300,돈암동,3.0,2023-10-25,월세,51.47,1000,40,1981.0,아파트,2023,3.5,116.14,2023,42.0
성북구,11600,동선동1가,6.0,2023-12-08,월세,12.94,5000,40,2012.0,연립다세대,2023,3.5,115.26,2023,11.0
성북구,12100,안암동1가,1.0,2023-07-12,월세,23.0,3000,45,2019.0,단독다가구,2023,3.5,112.94,2023,4.0
성북구,10900,동소문동6가,6.0,2023-07-18,월세,12.7,8000,25,2013.0,아파트,2023,3.5,112.94,2023,10.0
성북구,13800,장위동,11.0,2023-10-28,월세,84.84,47000,90,2008.0,아파트,2023,3.5,116.14,2023,15.0
성북구,10300,돈암동,4.0,2023-08-31,월세,13.1,1000,50,2009.0,연립다세대,2023,3.5,114.64,2023,14.0
성북구,10700,동소문동4가,1.0,2023-07-24,월세,81.99,16000,55,1991.0,연립다세대,2023,3.5,112.94,2023,32.0
성북구,10900,동소문동6가,8.0,2023-08-05,월세,12.32,3000,53,2013.0,아파트,2023,3.5,114.64,2023,10.0
성북구,13800,장위동,1.0,2023-07-09,월세,30.89,1000,45,1993.0,단독다가구,2023,3.5,112.94,2023,30.0
성북구,12300,안암동3가,3.0,2023-09-19,월세,59.79,6979,17,2019.0,연립다세대,2023,3.5,115.63,2023,4.0
성북구,13900,석관동,2.0,2023-08-24,월세,26.24,18000,15,2022.0,연립다세대,2023,3.5,114.64,2023,1.0
성북구,10900,동소문동6가,1.0,2023-07-29,월세,27.0,1000,58,1999.0,단독다가구,2023,3.5,112.94,2023,24.0
성북구,13800,장위동,4.0,2023-08-17,월세,59.99,20100,110,2020.0,아파트,2023,3.5,114.64,2023,3.0
성북구,13800,장위동,15.0,2023-08-17,월세,59.99,12000,150,2020.0,아파트,2023,3.5,114.64,2023,3.0
성북구,13200,보문동3가,4.0,2023-09-02,월세,84.9,24000,90,2013.0,아파트,2023,3.5,115.63,2023,10.0
성북구,13300,정릉동,1.0,2023-11-28,월세,76.33,3000,70,1970.0,단독다가구,2023,3.5,115.3,2023,53.0
성북구,13600,하월곡동,22.0,2023-11-12,월세,79.25,20000,80,2004.0,아파트,2023,3.5,115.3,2023,19.0
성북구,11300,삼선동3가,3.0,2023-11-18,월세,62.64,6000,90,2009.0,연립다세대,2023,3.5,115.3,2023,14.0
성북구,13300,정릉동,1.0,2023-07-22,월세,16.0,2000,50,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,13100,보문동2가,1.0,2023-07-10,월세,21.0,500,25,2008.0,단독다가구,2023,3.5,112.94,2023,15.0
성북구,12500,안암동5가,1.0,2023-07-19,월세,16.0,500,45,1992.0,단독다가구,2023,3.5,112.94,2023,31.0
성북구,13400,길음동,3.0,2023-10-10,월세,84.77,1000,70,2022.0,아파트,2023,3.5,116.14,2023,1.0
성북구,10700,동소문동4가,1.0,2023-12-04,월세,56.0,2000,75,2000.0,단독다가구,2023,3.5,115.26,2023,23.0
성북구,11700,동선동2가,1.0,2023-07-10,월세,22.0,2000,52,2014.0,단독다가구,2023,3.5,112.94,2023,9.0
성북구,13500,종암동,7.0,2023-11-18,월세,46.37,2000,100,2019.0,연립다세대,2023,3.5,115.3,2023,4.0
성북구,13900,석관동,1.0,2023-08-25,월세,20.0,1000,60,2018.0,단독다가구,2023,3.5,114.64,2023,5.0
성북구,13500,종암동,1.0,2023-08-25,월세,20.0,1000,60,2009.0,단독다가구,2023,3.5,114.64,2023,14.0
성북구,13900,석관동,3.0,2023-10-16,월세,39.01,9324,24,2019.0,아파트,2023,3.5,116.14,2023,4.0
성북구,13700,상월곡동,1.0,2023-07-22,월세,16.52,1000,50,2016.0,단독다가구,2023,3.5,112.94,2023,7.0
성북구,11500,삼선동5가,1.0,2023-07-19,월세,16.5,500,40,2010.0,단독다가구,2023,3.5,112.94,2023,13.0
성북구,13600,하월곡동,1.0,2023-11-11,월세,40.0,1000,47,1966.0,단독다가구,2023,3.5,115.3,2023,57.0
성북구,13700,상월곡동,1.0,2023-08-19,월세,33.0,1000,50,1991.0,단독다가구,2023,3.5,114.64,2023,32.0
성북구,10500,동소문동2가,1.0,2023-07-04,월세,39.8,3000,55,1993.0,단독다가구,2023,3.5,112.94,2023,30.0
성북구,13500,종암동,1.0,2023-07-04,월세,40.0,10000,50,2022.0,단독다가구,2023,3.5,112.94,2023,1.0
성북구,13600,하월곡동,1.0,2023-07-19,월세,16.52,1000,40,2018.0,단독다가구,2023,3.5,112.94,2023,5.0
성북구,13300,정릉동,2.0,2023-10-10,월세,29.73,5000,95,2023.0,연립다세대,2023,3.5,116.14,2023,0.0
