district,dong_code,dong_name,floor,contract_date,rent_type,area_m2,deposit,rent,built_year,building_type,year,interest_rate,cpi,contract_year,building_age
성북구,13300,정릉동,1.0,2022-02-05,월세,15.0,1000,45,2021.0,단독다가구,2022,1.25,105.91,2022,1.0
성북구,11700,동선동2가,1.0,2022-02-05,월세,20.0,1000,53,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,11800,동선동3가,1.0,2022-02-05,월세,20.0,3000,30,2010.0,단독다가구,2022,1.25,105.91,2022,12.0
성북구,11900,동선동4가,1.0,2022-02-05,월세,15.05,7400,5,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13600,하월곡동,1.0,2022-02-05,월세,18.0,1000,55,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13300,정릉동,1.0,2022-02-05,월세,19.8,1000,47,2021.0,단독다가구,2022,1.25,105.91,2022,1.0
성북구,13600,하월곡동,14.0,2022-02-05,월세,15.54,1000,55,2013.0,아파트,2022,1.25,105.91,2022,9.0
성북구,11800,동선동3가,1.0,2022-02-05,월세,20.0,1000,50,2012.0,단독다가구,2022,1.25,105.91,2022,10.0
성북구,12000,동선동5가,1.0,2022-02-05,월세,20.0,1000,40,2003.0,단독다가구,2022,1.25,105.91,2022,19.0
성북구,11600,동선동1가,1.0,2022-02-05,월세,18.0,3000,45,2016.0,단독다가구,2022,1.25,105.91,2022,6.0
성북구,13500,종암동,1.0,2022-02-05,월세,18.18,500,45,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,13300,정릉동,1.0,2022-02-05,월세,59.7,2000,75,1990.0,연립다세대,2022,1.25,105.91,2022,32.0
성북구,11700,동선동2가,1.0,2022-02-05,월세,18.18,500,43,2003.0,단독다가구,2022,1.25,105.91,2022,19.0
성북구,13500,종암동,15.0,2022-02-05,월세,59.99,5000,100,2004.0,아파트,2022,1.25,105.91,2022,18.0
성북구,13300,정릉동,1.0,2022-02-05,월세,16.0,500,40,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,13600,하월곡동,10.0,2022-02-05,월세,15.62,1000,50,2013.0,아파트,2022,1.25,105.91,2022,9.0
성북구,13500,종암동,1.0,2022-02-05,월세,19.83,300,40,1996.0,단독다가구,2022,1.25,105.91,2022,26.0
성북구,13300,정릉동,1.0,2022-02-05,월세,18.0,500,45,2007.0,단독다가구,2022,1.25,105.91,2022,15.0
성북구,13300,정릉동,1.0,2022-02-05,월세,15.0,1000,47,2021.0,단독다가구,2022,1.25,105.91,2022,1.0
성북구,11700,동선동2가,1.0,2022-02-05,월세,18.18,500,45,2003.0,단독다가구,2022,1.25,105.91,2022,19.0
성북구,11700,동선동2가,1.0,2022-02-05,월세,18.5,1000,53,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13600,하월곡동,1.0,2022-02-05,월세,19.8,1000,60,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,13300,정릉동,1.0,2022-02-05,월세,16.0,1000,45,2021.0,단독다가구,2022,1.25,105.91,2022,1.0
성북구,13900,석관동,1.0,2022-02-05,월세,56.09,3000,65,1989.0,단독다가구,2022,1.25,105.91,2022,33.0
성북구,13400,길음동,1.0,2022-02-05,월세,48.0,3500,30,1992.0,단독다가구,2022,1.25,105.91,2022,30.0
성북구,11200,삼선동2가,1.0,2022-02-05,월세,19.0,2000,50,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13300,정릉동,1.0,2022-02-05,월세,16.5,1000,50,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13500,종암동,1.0,2022-02-05,월세,47.0,500,40,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,13600,하월곡동,4.0,2022-02-05,월세,84.91,30000,75,2011.0,아파트,2022,1.25,105.91,2022,11.0
성북구,11700,동선동2가,1.0,2022-02-05,월세,24.0,500,40,1996.0,단독다가구,2022,1.25,105.91,2022,26.0
성북구,12300,안암동3가,2.0,2022-02-05,월세,44.96,5000,15,1971.0,아파트,2022,1.25,105.91,2022,51.0
성북구,12500,안암동5가,1.0,2022-02-05,월세,12.21,1000,65,2011.0,연립다세대,2022,1.25,105.91,2022,11.0
성북구,12500,안암동5가,1.0,2022-02-05,월세,29.0,500,78,1998.0,단독다가구,2022,1.25,105.91,2022,24.0
성북구,12500,안암동5가,1.0,2022-02-05,월세,24.0,1000,50,2007.0,단독다가구,2022,1.25,105.91,2022,15.0
성북구,12100,안암동1가,1.0,2022-02-05,월세,30.0,300,35,1990.0,단독다가구,2022,1.25,105.91,2022,32.0
성북구,13900,석관동,10.0,2022-02-05,월세,112.23,15000,120,1999.0,아파트,2022,1.25,105.91,2022,23.0
성북구,12500,안암동5가,2.0,2022-02-05,월세,18.85,1000,40,2011.0,연립다세대,2022,1.25,105.91,2022,11.0
성북구,13300,정릉동,3.0,2022-02-05,월세,12.42,500,45,2012.0,연립다세대,2022,1.25,105.91,2022,10.0
성북구,13800,장위동,1.0,2022-02-05,월세,81.32,3000,60,1982.0,연립다세대,2022,1.25,105.91,2022,40.0
성북구,10900,동소문동6가,9.0,2022-02-05,월세,13.2,8000,24,2013.0,아파트,2022,1.25,105.91,2022,9.0
성북구,13300,정릉동,5.0,2022-02-05,월세,23.82,3000,35,2017.0,연립다세대,2022,1.25,105.91,2022,5.0
성북구,12500,안암동5가,4.0,2022-02-05,월세,24.24,3000,55,2019.0,연립다세대,2022,1.25,105.91,2022,3.0
성북구,13800,장위동,6.0,2022-02-05,월세,43.16,17500,44,2016.0,연립다세대,2022,1.25,105.91,2022,6.0
성북구,13000,보문동1가,1.0,2022-02-06,월세,12.0,1000,45,2008.0,단독다가구,2022,1.25,105.91,2022,14.0
성북구,13400,길음동,14.0,2022-02-06,월세,59.78,35000,70,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13300,정릉동,2.0,2022-02-06,월세,19.7,5780,18,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,2.0,2022-02-06,월세,19.7,4380,21,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,10300,돈암동,3.0,2022-02-06,월세,39.35,10000,55,2017.0,연립다세대,2022,1.25,105.91,2022,5.0
성북구,12100,안암동1가,12.0,2022-02-06,월세,59.7,9000,135,2005.0,아파트,2022,1.25,105.91,2022,17.0
성북구,12600,보문동4가,5.0,2022-02-06,월세,29.56,3000,82,2016.0,연립다세대,2022,1.25,105.91,2022,6.0
성북구,12300,안암동3가,3.0,2022-02-06,월세,60.93,3000,65,1971.0,아파트,2022,1.25,105.91,2022,51.0
성북구,13800,장위동,1.0,2022-02-06,월세,33.0,1000,70,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,12500,안암동5가,1.0,2022-02-06,월세,33.0,1000,45,1997.0,단독다가구,2022,1.25,105.91,2022,25.0
성북구,11800,동선동3가,1.0,2022-02-06,월세,20.0,1000,50,2012.0,단독다가구,2022,1.25,105.91,2022,10.0
성북구,12100,안암동1가,1.0,2022-02-06,월세,27.0,5000,50,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,11700,동선동2가,1.0,2022-02-06,월세,20.0,1000,45,2008.0,단독다가구,2022,1.25,105.91,2022,14.0
성북구,10900,동소문동6가,1.0,2022-02-06,월세,16.0,1000,40,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,13300,정릉동,1.0,2022-02-06,월세,30.0,500,20,1995.0,단독다가구,2022,1.25,105.91,2022,27.0
성북구,13900,석관동,1.0,2022-02-06,월세,47.84,1000,40,1998.0,단독다가구,2022,1.25,105.91,2022,24.0
성북구,12500,안암동5가,1.0,2022-02-06,월세,18.0,500,48,2000.0,단독다가구,2022,1.25,105.91,2022,22.0
성북구,13600,하월곡동,1.0,2022-02-06,월세,18.0,1000,50,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,11800,동선동3가,1.0,2022-02-07,월세,20.0,1000,45,2011.0,단독다가구,2022,1.25,105.91,2022,11.0
성북구,12000,동선동5가,1.0,2022-02-07,월세,20.0,1000,40,2003.0,단독다가구,2022,1.25,105.91,2022,19.0
성북구,13700,상월곡동,1.0,2022-02-07,월세,20.0,3000,43,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13600,하월곡동,1.0,2022-02-07,월세,18.0,1000,50,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,12500,안암동5가,1.0,2022-02-07,월세,18.0,500,55,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,13300,정릉동,2.0,2022-02-07,월세,19.7,5780,18,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13900,석관동,1.0,2022-02-07,월세,20.0,300,30,2004.0,단독다가구,2022,1.25,105.91,2022,18.0
성북구,13300,정릉동,1.0,2022-02-07,월세,58.87,10000,23,2002.0,연립다세대,2022,1.25,105.91,2022,20.0
성북구,13500,종암동,1.0,2022-02-07,월세,19.0,300,43,1998.0,단독다가구,2022,1.25,105.91,2022,24.0
성북구,13300,정릉동,2.0,2022-02-07,월세,58.87,5000,68,2002.0,연립다세대,2022,1.25,105.91,2022,20.0
성북구,13300,정릉동,1.0,2022-02-07,월세,18.0,500,60,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13300,정릉동,1.0,2022-02-07,월세,15.0,500,40,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13300,정릉동,1.0,2022-02-07,월세,18.0,500,55,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,12000,동선동5가,1.0,2022-02-07,월세,16.5,1000,45,2010.0,단독다가구,2022,1.25,105.91,2022,12.0
성북구,13300,정릉동,8.0,2022-02-07,월세,84.92,30000,60,2004.0,아파트,2022,1.25,105.91,2022,18.0
성북구,13500,종암동,1.0,2022-02-07,월세,20.0,500,50,2003.0,단독다가구,2022,1.25,105.91,2022,19.0
성북구,13300,정릉동,1.0,2022-02-07,월세,16.0,1000,45,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,13700,상월곡동,1.0,2022-02-07,월세,17.0,1000,48,2016.0,단독다가구,2022,1.25,105.91,2022,6.0
성북구,12500,안암동5가,1.0,2022-02-07,월세,18.0,1000,45,2000.0,단독다가구,2022,1.25,105.91,2022,22.0
성북구,11700,동선동2가,1.0,2022-02-07,월세,20.0,500,40,2010.0,단독다가구,2022,1.25,105.91,2022,12.0
성북구,13300,정릉동,1.0,2022-02-07,월세,18.0,1000,45,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13300,정릉동,1.0,2022-02-07,월세,15.83,500,45,2007.0,단독다가구,2022,1.25,105.91,2022,15.0
성북구,13300,정릉동,1.0,2022-02-07,월세,59.58,3000,50,1988.0,단독다가구,2022,1.25,105.91,2022,34.0
성북구,13800,장위동,1.0,2022-02-07,월세,55.76,1000,50,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,13600,하월곡동,4.0,2022-02-07,월세,18.36,2000,70,2019.0,연립다세대,2022,1.25,105.91,2022,3.0
성북구,13400,길음동,14.0,2022-02-07,월세,59.78,30000,80,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,1.0,2022-02-07,월세,43.63,4860,6,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,10.0,2022-02-07,월세,43.63,3120,16,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,1.0,2022-02-07,월세,43.63,3120,16,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13500,종암동,1.0,2022-02-07,월세,10.0,100,10,1984.0,단독다가구,2022,1.25,105.91,2022,38.0
성북구,13400,길음동,1.0,2022-02-07,월세,38.02,2733,14,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,1.0,2022-02-07,월세,38.02,1093,18,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,11300,삼선동3가,1.0,2022-02-07,월세,43.0,4500,45,1991.0,단독다가구,2022,1.25,105.91,2022,31.0
성북구,10300,돈암동,10.0,2022-02-07,월세,84.87,46000,20,1998.0,아파트,2022,1.25,105.91,2022,24.0
성북구,10200,성북동1가,1.0,2022-02-07,월세,28.0,1000,65,2012.0,단독다가구,2022,1.25,105.91,2022,10.0
성북구,12500,안암동5가,1.0,2022-02-07,월세,30.0,2000,80,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,13600,하월곡동,9.0,2022-02-07,월세,114.61,30000,60,2010.0,아파트,2022,1.25,105.91,2022,12.0
성북구,13500,종암동,1.0,2022-02-07,월세,23.18,500,20,1997.0,단독다가구,2022,1.25,105.91,2022,25.0
성북구,12500,안암동5가,1.0,2022-02-07,월세,30.0,1000,95,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,12600,보문동4가,1.0,2022-02-07,월세,23.22,12000,7,1972.0,단독다가구,2022,1.25,105.91,2022,50.0
성북구,11600,동선동1가,7.0,2022-02-07,월세,25.84,17000,50,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,10300,돈암동,9.0,2022-02-07,월세,84.94,5000,125,2009.0,아파트,2022,1.25,105.91,2022,13.0
성북구,13500,종암동,13.0,2022-02-07,월세,84.98,5000,180,2009.0,아파트,2022,1.25,105.91,2022,13.0
성북구,13100,보문동2가,4.0,2022-02-07,월세,14.7,1000,52,2011.0,연립다세대,2022,1.25,105.91,2022,11.0
성북구,12000,동선동5가,1.0,2022-02-07,월세,40.0,1000,40,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,13800,장위동,1.0,2022-02-07,월세,33.63,300,30,1970.0,단독다가구,2022,1.25,105.91,2022,52.0
성북구,11900,동선동4가,7.0,2022-02-07,월세,21.05,1000,63,2011.0,오피스텔,2022,1.25,105.91,2022,11.0
성북구,12500,안암동5가,1.0,2022-02-07,월세,39.66,100,42,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,13900,석관동,4.0,2022-02-07,월세,33.15,1000,65,2003.0,오피스텔,2022,1.25,105.91,2022,19.0
성북구,13800,장위동,1.0,2022-02-07,월세,38.54,12000,5,1988.0,단독다가구,2022,1.25,105.91,2022,34.0
성북구,13800,장위동,1.0,2022-02-07,월세,35.0,1000,30,1996.0,단독다가구,2022,1.25,105.91,2022,26.0
성북구,10300,돈암동,1.0,2022-02-08,월세,40.0,2000,70,1965.0,단독다가구,2022,1.25,105.91,2022,57.0
성북구,11700,동선동2가,1.0,2022-02-08,월세,33.05,1000,50,1992.0,단독다가구,2022,1.25,105.91,2022,30.0
성북구,11200,삼선동2가,1.0,2022-02-08,월세,39.6,1000,60,1991.0,단독다가구,2022,1.25,105.91,2022,31.0
성북구,12500,안암동5가,1.0,2022-02-08,월세,12.0,500,46,1992.0,단독다가구,2022,1.25,105.91,2022,30.0
성북구,13600,하월곡동,11.0,2022-02-08,월세,15.62,2000,50,2013.0,아파트,2022,1.25,105.91,2022,9.0
성북구,10700,동소문동4가,2.0,2022-02-08,월세,10.74,500,48,2011.0,연립다세대,2022,1.25,105.91,2022,11.0
성북구,13300,정릉동,1.0,2022-02-08,월세,19.7,5780,18,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,11000,동소문동7가,1.0,2022-02-08,월세,15.0,1000,50,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13300,정릉동,3.0,2022-02-08,월세,22.26,8422,10,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,3.0,2022-02-08,월세,22.26,6392,20,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,1.0,2022-02-08,월세,59.4,2000,75,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13300,정릉동,1.0,2022-02-08,월세,16.0,1000,45,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,11100,삼선동1가,1.0,2022-02-08,월세,17.8,1000,50,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,13500,종암동,1.0,2022-02-08,월세,52.47,1000,65,1993.0,단독다가구,2022,1.25,105.91,2022,29.0
성북구,13300,정릉동,1.0,2022-02-08,월세,19.7,7610,9,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13700,상월곡동,1.0,2022-02-08,월세,61.17,5000,40,2003.0,단독다가구,2022,1.25,105.91,2022,19.0
성북구,13700,상월곡동,1.0,2022-02-08,월세,19.83,1000,40,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,13300,정릉동,1.0,2022-02-08,월세,50.0,2000,60,1997.0,단독다가구,2022,1.25,105.91,2022,25.0
성북구,13300,정릉동,1.0,2022-02-08,월세,19.8,500,40,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13500,종암동,1.0,2022-02-08,월세,18.0,1000,45,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13300,정릉동,1.0,2022-02-08,월세,16.17,500,40,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13300,정릉동,1.0,2022-02-08,월세,17.0,500,45,2021.0,단독다가구,2022,1.25,105.91,2022,1.0
성북구,13600,하월곡동,1.0,2022-02-08,월세,15.0,500,35,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,12700,보문동5가,1.0,2022-02-08,월세,60.96,5000,50,1991.0,단독다가구,2022,1.25,105.91,2022,31.0
성북구,12500,안암동5가,1.0,2022-02-08,월세,17.0,1000,55,2016.0,단독다가구,2022,1.25,105.91,2022,6.0
성북구,13600,하월곡동,1.0,2022-02-08,월세,16.5,500,35,2015.0,단독다가구,2022,1.25,105.91,2022,7.0
성북구,11800,동선동3가,1.0,2022-02-08,월세,18.0,500,46,2001.0,단독다가구,2022,1.25,105.91,2022,21.0
성북구,13400,길음동,8.0,2022-02-08,월세,84.98,20000,180,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13000,보문동1가,1.0,2022-02-08,월세,18.2,1000,45,2008.0,단독다가구,2022,1.25,105.91,2022,14.0
성북구,11700,동선동2가,1.0,2022-02-08,월세,20.0,1000,40,2010.0,단독다가구,2022,1.25,105.91,2022,12.0
성북구,13400,길음동,10.0,2022-02-08,월세,59.87,40000,50,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,4.0,2022-02-08,월세,43.63,4860,6,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13300,정릉동,1.0,2022-02-08,월세,20.0,500,45,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13400,길음동,7.0,2022-02-08,월세,43.63,3120,16,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,12700,보문동5가,1.0,2022-02-08,월세,19.83,6000,4,2008.0,단독다가구,2022,1.25,105.91,2022,14.0
성북구,13400,길음동,7.0,2022-02-08,월세,84.98,10000,230,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,11700,동선동2가,1.0,2022-02-08,월세,21.0,300,38,1997.0,단독다가구,2022,1.25,105.91,2022,25.0
성북구,11500,삼선동5가,5.0,2022-02-08,월세,31.97,5000,77,2014.0,오피스텔,2022,1.25,105.91,2022,8.0
성북구,11700,동선동2가,1.0,2022-02-08,월세,25.0,1000,40,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,12100,안암동1가,1.0,2022-02-08,월세,26.5,300,37,1991.0,단독다가구,2022,1.25,105.91,2022,31.0
성북구,11100,삼선동1가,1.0,2022-02-08,월세,22.0,1000,40,2010.0,단독다가구,2022,1.25,105.91,2022,12.0
성북구,11700,동선동2가,1.0,2022-02-08,월세,21.0,1000,40,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,13500,종암동,10.0,2022-02-08,월세,84.73,10000,130,2005.0,아파트,2022,1.25,105.91,2022,17.0
성북구,13800,장위동,3.0,2022-02-08,월세,52.86,2000,50,1992.0,연립다세대,2022,1.25,105.91,2022,30.0
성북구,13300,정릉동,2.0,2022-02-08,월세,41.4,1000,60,1988.0,연립다세대,2022,1.25,105.91,2022,34.0
성북구,13300,정릉동,2.0,2022-02-08,월세,83.07,2666,22,2008.0,연립다세대,2022,1.25,105.91,2022,14.0
성북구,13400,길음동,18.0,2022-02-08,월세,59.75,35000,30,2006.0,아파트,2022,1.25,105.91,2022,16.0
성북구,12300,안암동3가,7.0,2022-02-08,월세,56.96,0,70,1971.0,아파트,2022,1.25,105.91,2022,51.0
성북구,12300,안암동3가,1.0,2022-02-08,월세,47.87,1000,50,1971.0,아파트,2022,1.25,105.91,2022,51.0
성북구,13300,정릉동,-1.0,2022-02-08,월세,51.79,1000,60,1991.0,연립다세대,2022,1.25,105.91,2022,31.0
성북구,13400,길음동,9.0,2022-02-08,월세,84.64,3000,131,2005.0,아파트,2022,1.25,105.91,2022,17.0
성북구,11400,삼선동4가,4.0,2022-02-08,월세,13.54,3000,12,2010.0,연립다세대,2022,1.25,105.91,2022,12.0
성북구,11400,삼선동4가,4.0,2022-02-08,월세,13.54,3000,32,2010.0,연립다세대,2022,1.25,105.91,2022,12.0
성북구,13400,길음동,18.0,2022-02-09,월세,59.97,10000,160,2019.0,아파트,2022,1.25,105.91,2022,3.0
성북구,13500,종암동,5.0,2022-02-09,월세,84.99,30000,98,2011.0,아파트,2022,1.25,105.91,2022,11.0
성북구,13800,장위동,18.0,2022-02-09,월세,84.94,20000,140,2020.0,아파트,2022,1.25,105.91,2022,2.0
성북구,10800,동소문동5가,15.0,2022-02-09,월세,15.94,1000,100,2018.0,아파트,2022,1.25,105.91,2022,4.0
성북구,13600,하월곡동,1.0,2022-02-09,월세,16.5,1000,15,1970.0,단독다가구,2022,1.25,105.91,2022,52.0
성북구,13300,정릉동,1.0,2022-02-09,월세,20.0,1000,40,2017.0,단독다가구,2022,1.25,105.91,2022,5.0
성북구,12500,안암동5가,1.0,2022-02-09,월세,14.0,300,35,1998.0,단독다가구,2022,1.25,105.91,2022,24.0
성북구,13300,정릉동,1.0,2022-02-09,월세,17.16,500,40,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,13300,정릉동,1.0,2022-02-09,월세,15.0,1000,45,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
성북구,12500,안암동5가,1.0,2022-02-09,월세,19.83,200,48,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13700,상월곡동,1.0,2022-02-09,월세,16.52,1000,40,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,13600,하월곡동,1.0,2022-02-09,월세,17.0,500,45,2015.0,단독다가구,2022,1.25,105.91,2022,7.0
성북구,13500,종암동,1.0,2022-02-09,월세,18.0,500,75,2004.0,단독다가구,2022,1.25,105.91,2022,18.0
성북구,11700,동선동2가,1.0,2022-02-09,월세,18.5,1000,53,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,12500,안암동5가,1.0,2022-02-09,월세,40.31,1000,85,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,13300,정릉동,1.0,2022-02-09,월세,15.0,1000,55,2002.0,단독다가구,2022,1.25,105.91,2022,20.0
성북구,11800,동선동3가,1.0,2022-02-09,월세,20.0,2000,40,2010.0,단독다가구,2022,1.25,105.91,2022,12.0
성북구,11800,동선동3가,1.0,2022-02-09,월세,20.0,1000,45,2011.0,단독다가구,2022,1.25,105.91,2022,11.0
성북구,11200,삼선동2가,11.0,2022-02-09,월세,59.95,21800,40,2008.0,아파트,2022,1.25,105.91,2022,14.0
성북구,10300,돈암동,3.0,2022-02-09,월세,84.93,13500,75,2009.0,아파트,2022,1.25,105.91,2022,13.0
성북구,13600,하월곡동,7.0,2022-02-09,월세,84.73,25000,65,2010.0,아파트,2022,1.25,105.91,2022,12.0
성북구,12300,안암동3가,4.0,2022-02-09,월세,54.31,1000,55,1971.0,아파트,2022,1.25,105.91,2022,51.0
성북구,13800,장위동,22.0,2022-02-09,월세,32.22,7507,20,2017.0,아파트,2022,1.25,105.91,2022,5.0
성북구,12600,보문동4가,3.0,2022-02-09,월세,82.03,50000,35,2011.0,아파트,2022,1.25,105.91,2022,11.0
성북구,13800,장위동,2.0,2022-02-09,월세,47.47,26000,8,2019.0,연립다세대,2022,1.25,105.91,2022,3.0
성북구,10300,돈암동,1.0,2022-02-09,월세,63.92,5000,70,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13100,보문동2가,1.0,2022-02-09,월세,59.34,1000,80,1996.0,단독다가구,2022,1.25,105.91,2022,26.0
성북구,13300,정릉동,3.0,2022-02-09,월세,84.92,38000,50,2004.0,아파트,2022,1.25,105.91,2022,18.0
성북구,13300,정릉동,1.0,2022-02-09,월세,36.33,10728,34,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,4.0,2022-02-09,월세,26.15,7480,24,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,4.0,2022-02-09,월세,26.15,9850,12,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,3.0,2022-02-09,월세,22.26,6768,22,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,13300,정릉동,3.0,2022-02-09,월세,22.26,8918,11,2020.0,연립다세대,2022,1.25,105.91,2022,2.0
성북구,12100,안암동1가,11.0,2022-02-09,월세,59.7,5000,100,2005.0,아파트,2022,1.25,105.91,2022,17.0
성북구,11400,삼선동4가,7.0,2022-02-09,월세,27.6,10000,46,2014.0,오피스텔,2022,1.25,105.91,2022,8.0
성북구,12300,안암동3가,1.0,2022-02-09,월세,44.82,1000,80,1992.0,단독다가구,2022,1.25,105.91,2022,30.0
성북구,11700,동선동2가,1.0,2022-02-09,월세,40.75,500,33,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13500,종암동,1.0,2022-02-09,월세,44.98,13000,10,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13800,장위동,3.0,2022-02-09,월세,53.49,10000,10,2003.0,연립다세대,2022,1.25,105.91,2022,19.0
성북구,13400,길음동,3.0,2022-02-09,월세,59.87,40000,50,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,18.0,2022-02-09,월세,59.78,30000,90,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13600,하월곡동,20.0,2022-02-09,월세,84.69,12000,100,1996.0,아파트,2022,1.25,105.91,2022,26.0
성북구,13400,길음동,10.0,2022-02-09,월세,53.31,3796,20,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,10.0,2022-02-09,월세,53.31,5913,8,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,2.0,2022-02-09,월세,53.31,3796,20,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,1.0,2022-02-09,월세,43.63,1248,20,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,4.0,2022-02-09,월세,43.63,3120,16,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,10.0,2022-02-09,월세,43.63,4860,6,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,3.0,2022-02-09,월세,43.63,3120,16,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,3.0,2022-02-09,월세,43.63,4860,6,2022.0,아파트,2022,1.25,105.91,2022,0.0
성북구,13400,길음동,11.0,2022-02-09,월세,84.93,3700,185,2019.0,아파트,2022,1.25,105.91,2022,3.0
성북구,13100,보문동2가,1.0,2022-02-09,월세,30.3,500,42,1994.0,단독다가구,2022,1.25,105.91,2022,28.0
성북구,13700,상월곡동,1.0,2022-02-09,월세,23.0,3000,45,2019.0,단독다가구,2022,1.25,105.91,2022,3.0
성북구,11700,동선동2가,1.0,2022-02-09,월세,21.0,1000,53,2018.0,단독다가구,2022,1.25,105.91,2022,4.0
